1,0
2,0
3,0
4,0
5,0
6,1
7,1
8,1
9,1
10,0
11,0
12,1
13,1
14,0
15,0
16,1
17,1
18,0
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,0
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,0
37,0
38,1
39,1
40,0
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,0
52,0
53,0
54,0
55,1
56,0
57,0
58,0
59,0
60,1
61,0
62,0
63,0
64,1
65,1
66,1
67,1
68,1
69,1
70,0
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,0
94,1
95,0
96,0
97,0
98,1
99,1
100,1
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,1
121,1
122,0
123,0
124,0
125,0
126,1
127,1
128,0
129,0
130,1
131,1
132,1
133,1
134,0
135,1
136,1
137,1
138,1
139,1
140,1
141,0
142,0
143,1
144,1
145,0
146,1
147,1
148,1
149,1
150,1
151,0
152,1
153,1
154,1
155,0
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,0
167,0
168,0
169,0
170,0
171,0
172,1
173,0
174,0
175,0
176,0
177,0
178,1
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,1
189,1
190,1
191,0
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,0
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,0
215,0
216,0
217,0
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,0
226,1
227,1
228,1
229,1
230,1
231,1
232,0
233,0
234,0
235,1
236,0
237,0
238,0
239,1
240,1
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,0
261,0
262,1
263,1
264,1
265,1
266,1
267,0
268,1
269,1
270,0
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,1
280,0
281,1
282,1
283,1
284,0
285,0
286,0
287,1
288,0
289,0
290,0
291,1
292,0
293,0
294,0
295,1
296,1
297,0
298,1
299,0
300,1
301,1
302,1
303,0
304,1
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,0
314,1
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,1
352,0
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,0
362,1
363,0
364,0
365,1
366,0
367,1
368,1
369,1
370,1
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,1
380,1
381,1
382,0
383,0
384,1
385,0
386,1
387,0
388,0
389,0
390,0
391,1
392,0
393,1
394,0
395,0
396,0
397,1
398,0
399,0
400,0
401,0
402,0
403,0
404,1
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,1
435,0
436,0
437,0
438,0
439,1
440,0
441,0
442,1
443,0
444,1
445,0
446,1
447,0
448,0
449,0
450,0
