1,-1,351.72,187.68,27.284,83.853,1.1367
1,-1,301.4,188.13,23.623,72.869,1.1175
1,-1,125.06,193.98,21.974,67.922,0.83242
1,-1,504.22,188.95,29.314,89.943,-0.03549
1,-1,148.03,189.39,21.974,67.922,-0.14772
1,-1,345,161,39,119,-0.27652
1,-1,417.96,191.01,25.39,78.17,-0.28959
1,-1,554.04,198.21,20.435,63.306,-0.31996
1,-1,227.53,188.13,23.623,72.869,-0.36835
2,-1,301.4,188.13,23.623,72.869,1.351
2,-1,148.74,188.13,23.623,72.869,1.0195
2,-1,125.06,193.98,21.974,67.922,0.90117
2,-1,352.65,188.95,29.314,89.943,0.58998
2,-1,510.12,187.68,27.284,83.853,-0.29609
3,-1,124.11,193.06,23.623,72.869,1.1989
3,-1,301.4,188.13,23.623,72.869,0.86269
3,-1,153.66,188.13,23.623,72.869,0.35518
3,-1,424.51,197.98,23.623,72.869,-0.017311
3,-1,557,201,19,59,-0.13894
3,-1,510.28,188.95,29.314,89.943,-0.36526
4,-1,301.85,185.73,25.39,78.17,1.0332
4,-1,125.06,193.98,21.974,67.922,0.98728
4,-1,154.06,185.73,25.39,78.17,0.9104
4,-1,364.77,188.95,29.314,89.943,0.1302
4,-1,221.55,189.39,21.974,67.922,0.055343
4,-1,425.26,187.68,27.284,83.853,-0.22371
4,-1,514.34,182.94,31.49,96.47,-0.22906
4,-1,562.61,198.21,20.435,63.306,-0.37703
5,-1,154.06,180.45,25.39,78.17,0.83846
5,-1,300.81,182.02,27.284,83.853,0.7753
5,-1,566.16,193.98,21.974,67.922,0.047912
5,-1,376.9,182.89,29.314,89.943,0.014799
5,-1,125.06,193.98,21.974,67.922,-0.28876
5,-1,513,177,39,119,-0.29695
5,-1,428.52,191.01,25.39,78.17,-0.37044
6,-1,382.96,182.89,29.314,89.943,0.5082
6,-1,296.57,180.45,25.39,78.17,0.39787
6,-1,159.34,180.45,25.39,78.17,0.084194
6,-1,217,193,19,59,0.052071
6,-1,129.65,189.39,21.974,67.922,-0.27113
6,-1,433.8,185.73,25.39,78.17,-0.34636
6,-1,571.18,189.63,20.435,63.306,-0.47928
7,-1,153.74,176.36,27.284,83.853,1.0549
7,-1,296.57,185.73,25.39,78.17,0.89831
7,-1,384.38,182.94,31.49,96.47,0.42995
7,-1,211.07,193.92,20.435,63.306,0.093627
7,-1,434.36,193.06,23.623,72.869,-0.11316
7,-1,523.5,180.14,36.321,110.96,-0.24993
8,-1,286.01,191.01,25.39,78.17,0.67379
8,-1,148.78,185.73,25.39,78.17,0.32488
8,-1,117.12,196.29,25.39,78.17,0.21717
8,-1,384.04,189.04,33.822,103.47,0.084523
8,-1,205,205,19,59,-0.2579
8,-1,514.34,189.44,31.49,96.47,-0.26974
8,-1,429.44,197.98,23.623,72.869,-0.34314
8,-1,566.9,202.49,20.435,63.306,-0.36021
9,-1,283.84,187.68,27.284,83.853,1.088
9,-1,520.84,182.94,31.49,96.47,0.24969
9,-1,148.78,185.73,25.39,78.17,0.19891
9,-1,377.89,189.44,31.49,96.47,-0.031141
9,-1,193.92,202.49,20.435,63.306,-0.13107
9,-1,117.12,196.29,25.39,78.17,-0.20474
9,-1,562.4,193.06,23.623,72.869,-0.34447
9,-1,423.24,191.01,25.39,78.17,-0.43272
9,-1,281,161,39,119,-0.47649
10,-1,279.89,176.82,29.314,89.943,1.5637
10,-1,117.12,191.01,25.39,78.17,0.60336
10,-1,197,197,19,59,0.55586
10,-1,377.89,182.94,31.49,96.47,0.18122
10,-1,148.08,182.02,27.284,83.853,0.075502
10,-1,520.84,176.45,31.49,96.47,-0.10921
10,-1,567.33,188.13,23.623,72.869,-0.31276
10,-1,409,177,39,119,-0.33088
11,-1,143.51,185.73,25.39,78.17,1.3797
