1,-1,772.68,455.43,41.871,127.61,2.1262
1,-1,717.79,451.29,44.948,136.84,1.7969
1,-1,230.74,465.07,21.974,67.922,1.6718
1,-1,1001.7,455.86,63.98,193.94,0.63705
1,-1,702.64,374.21,73.643,222.93,-0.10042
1,-1,1225.7,449.65,59.629,180.89,-0.24258
1,-1,750.48,454.91,51.78,157.34,-0.29128
1,-1,464.01,455.43,41.871,127.61,-0.34203
1,-1,665.32,441.39,36.321,110.96,-0.46393
2,-1,772.68,455.43,41.871,127.61,2.1551
2,-1,717.79,451.29,44.948,136.84,1.9482
2,-1,227.53,463.91,23.623,72.869,0.7936
2,-1,1003.9,446.72,68.644,207.93,0.27551
2,-1,1225.7,449.65,59.629,180.89,0.056888
2,-1,702.79,390.88,63.98,193.94,-0.084497
2,-1,396.98,544.06,55.569,168.71,-0.36729
2,-1,621,505,19,59,-0.38551
2,-1,465,457,39,119,-0.44063
2,-1,335.39,524.03,41.871,127.61,-0.47017
2,-1,1290.8,464.86,55.569,168.71,-0.48
3,-1,772.68,455.43,41.871,127.61,2.3108
3,-1,230.74,465.07,21.974,67.922,1.2743
3,-1,721.23,455.43,41.871,127.61,1.034
3,-1,1007.4,461.78,59.629,180.89,-0.034219
3,-1,1222.6,442.87,63.98,193.94,-0.20505
3,-1,697.44,391.01,68.644,207.93,-0.28277
3,-1,1793.5,562.4,48.246,146.74,-0.35935
3,-1,669.58,439.76,33.822,103.47,-0.43942
4,-1,772.68,455.43,41.871,127.61,1.9823
4,-1,227.53,463.91,23.623,72.869,1.4583
4,-1,721.23,464.01,41.871,127.61,0.97931
4,-1,1003.9,446.72,68.644,207.93,0.75431
4,-1,1222.6,442.87,63.98,193.94,0.055667
4,-1,621,505,19,59,-0.22721
4,-1,702.64,374.21,73.643,222.93,-0.23358
4,-1,473,457,39,119,-0.45455
5,-1,772.93,460.48,44.948,136.84,1.2234
5,-1,721.23,464.01,41.871,127.61,0.97061
5,-1,228.22,464.01,20.435,63.306,0.87402
5,-1,1014.7,455.86,63.98,193.94,0.49393
5,-1,1288.8,465.47,51.78,157.34,0.16413
5,-1,473,457,39,119,-0.16367
5,-1,1222.6,442.87,63.98,193.94,-0.17373
5,-1,1793.5,562.4,48.246,146.74,-0.33293
5,-1,618.34,506.88,20.435,63.306,-0.35876
5,-1,1518.6,446.86,41.871,127.61,-0.39289
5,-1,331.83,515.62,44.948,136.84,-0.49979
6,-1,226.14,465.07,21.974,67.922,1.6339
6,-1,769.23,454.06,48.246,146.74,1.174
6,-1,717.79,451.29,44.948,136.84,0.94623
6,-1,473,457,39,119,0.3705
6,-1,1288.8,465.47,51.78,157.34,-0.023668
6,-1,1019.6,461.78,59.629,180.89,-0.10414
6,-1,1222.6,442.87,63.98,193.94,-0.15218
6,-1,697.44,391.01,68.644,207.93,-0.35081
6,-1,1811.4,644.92,25.39,78.17,-0.36062
6,-1,331.83,515.62,44.948,136.84,-0.44775
7,-1,228.22,464.01,20.435,63.306,1.5807
7,-1,772.68,464.01,41.871,127.61,0.98293
7,-1,721.23,464.01,41.871,127.61,0.69338
7,-1,1014.7,455.86,63.98,193.94,0.097951
7,-1,473,457,39,119,-0.050671
7,-1,1222.6,442.87,63.98,193.94,-0.15926
7,-1,697.44,391.01,68.644,207.93,-0.40624
7,-1,331.83,515.62,44.948,136.84,-0.46806
7,-1,1811.4,644.92,25.39,78.17,-0.48497
8,-1,226.14,465.07,21.974,67.922,1.3315
8,-1,781.25,464.01,41.871,127.61,1.2106
8,-1,726.98,451.29,44.948,136.84,0.56818
8,-1,1030.5,476.18,55.569,168.71,0.54438
8,-1,473,457,39,119,0.37957
8,-1,1012.8,412.56,84.742,256.23,0.085487
8,-1,1813.8,643.66,29.314,89.943,-0.056185
8,-1,1288.8,465.47,51.78,157.34,-0.10769
8,-1,697.44,391.01,68.644,207.93,-0.32096
8,-1,1222.6,442.87,63.98,193.94,-0.32961
8,-1,759.38,454.06,48.246,146.74,-0.37169
8,-1,401.15,534.53,59.629,180.89,-0.44146
9,-1,226.14,465.07,21.974,67.922,1.9535
9,-1,781.25,464.01,41.871,127.61,1.1791
9,-1,1027.7,455.86,63.98,193.94,0.93692
9,-1,726.98,451.29,44.948,136.84,0.84767
9,-1,472.58,455.43,41.871,127.61,0.34998
9,-1,1288.8,465.47,51.78,157.34,-0.10334
9,-1,1813.8,643.66,29.314,89.943,-0.31562
9,-1,1222.6,442.87,63.98,193.94,-0.41344
10,-1,226.14,465.07,21.974,67.922,2.0324
10,-1,781.25,464.01,41.871,127.61,1.7327
10,-1,1027.7,455.86,63.98,193.94,1.0315
10,-1,726.98,451.29,44.948,136.84,0.73568
10,-1,473,457,39,119,-0.31903
10,-1,1222.6,442.87,63.98,193.94,-0.42448
10,-1,1288.8,465.47,51.78,157.34,-0.43529
11,-1,781.25,464.01,41.871,127.61,1.606
11,-1,726.98,451.29,44.948,136.84,0.98385
11,-1,226.14,465.07,21.974,67.922,0.90614
11,-1,1027.7,455.86,63.98,193.94,0.85403
11,-1,697.44,391.01,68.644,207.93,-0.36734
11,-1,1222.6,442.87,63.98,193.94,-0.37248
11,-1,401.15,534.53,59.629,180.89,-0.45279
11,-1,481,457,39,119,-0.4969
12,-1,782.11,460.48,44.948,136.84,1.5161
12,-1,726.98,451.29,44.948,136.84,0.99231
12,-1,1040.7,455.86,63.98,193.94,0.56441
12,-1,221.55,465.07,21.974,67.922,0.21677
12,-1,481,457,39,119,0.14401
12,-1,717.57,374.21,73.643,222.93,-0.1769
12,-1,1213.6,449.65,59.629,180.89,-0.36967
12,-1,402.13,539.36,51.78,157.34,-0.47119
13,-1,782.11,460.48,44.948,136.84,1.959
13,-1,726.98,451.29,44.948,136.84,0.78711
13,-1,1040.7,455.86,63.98,193.94,0.56183
13,-1,222.68,460.19,25.39,78.17,0.46972
13,-1,717.57,374.21,73.643,222.93,-0.17835
13,-1,481,465,39,119,-0.24201
13,-1,1222.6,442.87,63.98,193.94,-0.35052
14,-1,789.83,464.01,41.871,127.61,2.0923
14,-1,729.84,454.06,48.246,146.74,0.67841
14,-1,221.55,465.07,21.974,67.922,0.63714
14,-1,481.15,455.43,41.871,127.61,-0.054792
14,-1,711.37,391.01,68.644,207.93,-0.23528
14,-1,1222.6,442.87,63.98,193.94,-0.35926
14,-1,770.33,453.55,55.569,168.71,-0.37343
14,-1,1040.7,455.86,63.98,193.94,-0.39116
15,-1,789.83,464.01,41.871,127.61,1.3361
15,-1,221.55,465.07,21.974,67.922,0.59547
15,-1,736.17,451.29,44.948,136.84,0.28626
15,-1,1045.7,460.65,68.644,207.93,0.050222
15,-1,481.15,464.01,41.871,127.61,-0.22157
15,-1,1222.6,442.87,63.98,193.94,-0.26685
15,-1,401.15,534.53,59.629,180.89,-0.27627
15,-1,717.57,374.21,73.643,222.93,-0.4333
16,-1,789.83,455.43,41.871,127.61,1.6243
16,-1,736.17,460.48,44.948,136.84,1.1207
16,-1,489,465,39,119,0.57252
16,-1,221.55,465.07,21.974,67.922,0.29215
16,-1,1053.7,455.86,63.98,193.94,-0.03198
16,-1,1222.6,442.87,63.98,193.94,-0.12251
16,-1,717.57,374.21,73.643,222.93,-0.25042
16,-1,1288.8,465.47,51.78,157.34,-0.26909
16,-1,401.15,534.53,59.629,180.89,-0.37644
17,-1,789.83,455.43,41.871,127.61,1.8747
17,-1,489.73,455.43,41.871,127.61,1.2322
17,-1,219.64,464.01,20.435,63.306,0.54259
17,-1,1053.7,455.86,63.98,193.94,0.32523
17,-1,736.17,460.48,44.948,136.84,0.14909
17,-1,1222.6,442.87,63.98,193.94,-0.35868
17,-1,717.57,374.21,73.643,222.93,-0.40946
17,-1,412.69,539.36,51.78,157.34,-0.46248
18,-1,789.83,464.01,41.871,127.61,2.092
18,-1,489.73,455.43,41.871,127.61,1.545
18,-1,1059.6,446.72,68.644,207.93,0.61436
18,-1,221.55,465.07,21.974,67.922,0.077627
18,-1,739.69,454.06,48.246,146.74,-0.021232
18,-1,1222.6,442.87,63.98,193.94,-0.27409
19,-1,791.3,460.48,44.948,136.84,2.1783
19,-1,489,457,39,119,0.91521
19,-1,217.68,463.91,23.623,72.869,0.77877
19,-1,1059.6,446.72,68.644,207.93,0.64249
19,-1,738.38,464.01,41.871,127.61,0.43764
19,-1,1222.6,442.87,63.98,193.94,-0.36554
19,-1,717.57,374.21,73.643,222.93,-0.38599
19,-1,1793,561.56,44.948,136.84,-0.40956
19,-1,469.67,616.7,44.948,136.84,-0.49076
20,-1,791.3,460.48,44.948,136.84,2.139
20,-1,489.73,455.43,41.871,127.61,1.251
20,-1,217.68,463.91,23.623,72.869,1.1507
20,-1,1060.9,433.93,73.643,222.93,0.27588
20,-1,736.17,451.29,44.948,136.84,0.20356
20,-1,717.57,374.21,73.643,222.93,-0.31503
20,-1,1813.8,643.66,29.314,89.943,-0.33719
20,-1,1222.6,442.87,63.98,193.94,-0.36968
20,-1,1604.4,232.5,41.871,127.61,-0.44306
21,-1,489.73,455.43,41.871,127.61,2.218
21,-1,216.96,465.07,21.974,67.922,1.3188
21,-1,788.93,454.06,48.246,146.74,1.2905
21,-1,1073.5,446.72,68.644,207.93,0.55044
21,-1,729,473,39,119,0.14199
21,-1,745.36,451.29,44.948,136.84,-0.10557
21,-1,412.69,539.36,51.78,157.34,-0.37722
21,-1,717.57,374.21,73.643,222.93,-0.47701
22,-1,791.3,451.29,44.948,136.84,1.7316
