3,5,415,193,32,75,1.0,-1,-1,-1
2,5,415.941,193.144,33.7444,75.0186,1.0,-1,-1,-1
1,5,418.577,192.193,34.055,77.4029,1.0,-1,-1,-1
3,6,223,198,25,59,1.0,-1,-1,-1
2,6,222.157,198.148,24.1393,59.8823,1.0,-1,-1,-1
1,6,221.285,194.855,24.7878,62.393,1.0,-1,-1,-1
3,7,120,194,27,66,1.0,-1,-1,-1
2,7,119.999,193.28,27.0076,68.6196,1.0,-1,-1,-1
1,7,121.579,191.385,27.7941,69.1124,1.0,-1,-1,-1
3,8,347,188,32,86,1.0,-1,-1,-1
2,8,350.527,188.144,33.7445,86.0214,1.0,-1,-1,-1
1,8,355.102,187.181,35.5799,88.4107,1.0,-1,-1,-1
3,9,299,189,28,72,1.0,-1,-1,-1
2,9,298.176,188.277,28.0079,73.7533,1.0,-1,-1,-1
1,9,296.581,187.167,30.3553,76.4127,1.0,-1,-1,-1
3,10,144,187,31,72,1.0,-1,-1,-1
2,10,145.741,187.146,31.0087,72.0177,1.0,-1,-1,-1
1,10,146.072,185.379,31.0161,74.4001,1.0,-1,-1,-1
4,5,421.688,190.028,32.6367,78.1104,1.0,-1,-1,-1
4,6,218.847,194.255,24.2564,60.9114,1.0,-1,-1,-1
4,7,122.95,189.803,27.31,69.179,1.0,-1,-1,-1
4,8,360.293,185.798,37.666,89.1184,1.0,-1,-1,-1
4,9,296.156,185.013,31.1279,77.205,1.0,-1,-1,-1
4,10,148.537,183.83,30.274,74.3587,1.0,-1,-1,-1
5,5,423.395,189.418,33.7089,77.5535,1.0,-1,-1,-1
5,6,217.304,194.467,24.1311,60.3105,1.0,-1,-1,-1
5,7,124.035,188.976,27.9372,71.3719,1.0,-1,-1,-1
5,8,366.239,185.523,38.4595,89.2723,1.0,-1,-1,-1
5,9,296.048,184.543,31.4255,77.3723,1.0,-1,-1,-1
5,10,150.736,183.72,30.1123,75.0078,1.0,-1,-1,-1
5,11,509,191,35,86,1.0,-1,-1,-1
4,11,511.84,187.308,35.8948,88.6342,1.0,-1,-1,-1
3,11,514.859,185.714,36.1551,89.0976,1.0,-1,-1,-1
5,12,236,198,18,48,1.0,-1,-1,-1
4,12,236.995,196.086,18.0148,49.7526,1.0,-1,-1,-1
3,12,237.241,195.826,18.0727,50.0631,1.0,-1,-1,-1
6,5,425.479,186.908,34.0631,78.0628,1.0,-1,-1,-1
6,6,213.305,192.877,24.8082,61.5793,1.0,-1,-1,-1
6,7,124.395,188.377,28.1395,71.4215,1.0,-1,-1,-1
6,8,372.532,183.785,38.656,90.7463,1.0,-1,-1,-1
6,9,294.741,182.732,31.4659,78.1177,1.0,-1,-1,-1
6,10,152.168,182.692,28.6154,74.5121,1.0,-1,-1,-1
6,11,518.87,180.775,36.1855,89.2204,1.0,-1,-1,-1
6,12,235.79,194.942,19.5958,48.6416,1.0,-1,-1,-1
7,5,423.744,191.281,34.6636,78.1661,1.0,-1,-1,-1
7,6,205.745,197.114,25.5814,60.5701,1.0,-1,-1,-1
7,7,121.178,192.142,26.5963,69.9434,1.0,-1,-1,-1
7,8,373.684,186.206,39.7724,92.5686,1.0,-1,-1,-1
7,9,290.033,184.32,31.9142,79.6797,1.0,-1,-1,-1
7,10,149.986,186.331,27.9226,74.2589,1.0,-1,-1,-1
7,11,516.973,182.345,35.9618,90.6369,1.0,-1,-1,-1
7,12,231.861,195.764,21.3949,50.3443,1.0,-1,-1,-1
7,13,329,213,18,39,1.0,-1,-1,-1
6,13,329.278,201.114,21.5057,45.9753,1.0,-1,-1,-1
5,13,328.161,204.023,22.0615,45.7437,1.0,-1,-1,-1
8,5,420.735,196.102,34.0233,79.4421,1.0,-1,-1,-1
8,6,198.501,202.287,24.3611,60.1053,1.0,-1,-1,-1
8,7,116.909,194.316,28.7744,72.7012,1.0,-1,-1,-1
8,8,375.739,190.313,39.264,95.0955,1.0,-1,-1,-1
8,9,283.595,188.739,31.8929,80.7626,1.0,-1,-1,-1
8,10,146.714,188.5,29.0295,76.7768,1.0,-1,-1,-1
8,11,513.857,190.42,35.7382,90.9587,1.0,-1,-1,-1
8,12,227.827,201.115,21.2307,50.834,1.0,-1,-1,-1
