84,0
610,1
29,1
212,1
263,1
649,1
805,0
533,1
604,1
732,1
352,0
487,0
295,0
393,0
663,1
95,1
56,1
12,0
39,1
621,0
14,1
63,0
480,1
287,0
727,0
556,0
75,0
571,0
584,0
421,1
502,1
722,1
632,1
126,0
437,0
297,0
122,0
735,0
138,0
490,1
419,0
570,0
322,0
624,1
414,0
471,1
577,1
593,1
540,0
668,1
682,1
546,0
161,0
272,1
504,1
100,1
691,0
677,0
128,0
753,0
702,1
766,0
636,1
400,1
420,1
448,0
206,0
119,0
70,0
499,1
47,0
103,0
443,0
89,1
794,0
30,1
91,1
67,0
232,0
273,1
521,1
34,0
806,0
40,0
148,1
231,0
46,0
189,0
826,1
341,0
172,1
50,0
121,1
8,0
605,1
134,0
245,1
564,0
177,1
223,0
523,1
537,1
671,0
66,0
342,0
456,0
243,0
426,0
181,0
57,0
717,1
630,1
302,0
281,0
49,0
786,0
812,0
728,1
513,0
508,0
5,1
239,1
737,0
221,0
793,0
349,0
466,1
98,0
410,0
573,0
830,0
109,1
692,1
687,1
455,0
54,1
529,0
266,1
357,0
300,0
123,1
580,0
43,1
712,1
99,0
382,0
145,1
350,0
53,1
270,0
4,1
648,1
525,1
171,1
441,0
215,0
170,0
810,0
82,0
591,1
640,1
731,1
481,1
32,0
347,0
795,0
693,0
834,0
358,0
294,1
751,0
627,1
108,1
707,1
724,1
356,0
819,1
563,0
112,0
141,0
277,0
335,1
166,0
778,1
31,0
344,0
397,0
33,0
213,1
406,1
589,1
542,0
301,0
699,1
429,0
107,1
116,1
815,1
458,0
657,1
13,1
681,0
136,0
274,0
11,0
791,0
548,0
804,0
625,1
700,0
262,1
530,1
440,0
623,0
278,0
59,1
211,1
461,1
608,1
374,0
218,0
798,0
792,0
516,0
512,1
829,0
629,1
432,0
532,0
650,1
797,1
709,0
603,1
574,0
216,0
369,0
483,1
312,1
683,0
226,0
637,1
186,0
389,0
250,0
378,1
6,0
780,1
598,0
572,0
639,0
484,1
520,1
550,1
299,0
72,0
714,1
129,0
799,0
776,1
236,0
473,0
219,0
428,0
3,1
569,0
259,0
586,0
214,1
545,0
304,0
235,0
659,1
809,0
468,1
472,1
723,1
433,0
708,1
45,0
662,0
715,0
408,0
750,1
363,0
576,1
763,0
412,0
716,0
182,0
331,0
244,1
413,0
811,0
531,1
17,0
313,1
55,1
582,0
808,0
492,1
711,1
240,1
549,0
153,1
616,1
779,0
224,0
445,0
117,1
325,0
762,0
330,0
500,1
781,1
655,1
710,1
280,0
494,1
660,1
253,0
752,1
409,0
192,0
318,0
607,0
477,1
536,1
482,1
36,0
60,1
552,1
634,1
391,0
742,0
667,1
26,1
307,0
559,1
362,0
557,0
601,1
339,0
567,0
478,1
599,1
179,0
519,0
754,1
769,1
522,1
669,0
405,0
782,1
386,0
835,0
740,0
144,1
160,0
247,0
493,1
385,0
284,0
501,0
626,1
42,0
157,0
257,0
764,0
485,0
379,0
372,0
497,0
156,0
201,1
517,1
705,0
620,1
679,1
390,0
180,0
689,0
506,0
813,0
228,0
784,1
821,1
800,0
187,0
152,1
486,0
197,0
836,1
360,1
291,1
125,0
600,1
495,0
696,1
446,0
298,0
609,1
475,1
202,0
37,0
48,0
652,1
316,0
424,0
366,0
491,1
403,0
209,1
534,0
581,0
746,1
631,1
78,0
276,0
560,1
720,1
105,0
252,0
587,0
422,1
749,1
305,1
114,0
242,0
359,0
115,0
147,1
130,0
198,0
756,1
431,0
638,0
562,0
738,1
388,0
758,1
684,1
371,0
16,0
447,0
602,1
364,0
827,0
606,1
87,0
184,0
488,1
747,1
25,1
327,1
52,0
543,1
124,0
399,0
238,0
168,0
457,0
23,0
2,1
345,0
690,1
824,1
354,0
757,1
279,1
58,0
566,1
204,0
258,0
303,0
241,0
729,0
234,0
401,0
670,0
311,0
264,1
151,0
289,1
733,1
164,0
474,1
407,0
139,0
336,0
816,0
51,1
622,0
292,1
79,1
169,0
706,1
113,0
643,1
191,0
120,0
772,1
451,0
825,0
373,0
503,1
568,0
20,0
595,1
539,1
110,0
686,1
15,1
817,1
773,1
90,1
633,1
290,0
514,0
314,0
628,1
104,1
739,0
118,0
69,0
641,1
736,1
229,0
615,0
685,1
296,0
814,1
611,1
575,1
367,0
594,1
21,0
511,0
384,1
217,0
28,1
695,0
558,0
210,1
755,0
730,1
541,1
647,1
489,1
275,0
383,0
256,0
653,1
442,1
774,1
131,0
227,0
553,0
83,1
286,1
94,1
370,0
163,0
268,0
449,0
688,0
97,0
309,0
535,0
315,0
565,0
460,1
375,0
578,1
544,1
102,1
175,1
80,0
208,0
154,0
467,1
261,0
498,1
785,1
673,0
249,0
725,0
324,0
777,1
343,0
833,1
678,1
796,0
64,0
820,1
85,0
41,0
547,1
585,1
823,1
469,1
92,0
675,1
579,1
196,0
346,0
788,1
395,0
402,0
658,1
417,0
555,0
44,1
88,1
704,0
222,0
837,1
430,0
654,0
462,1
694,1
230,0
61,1
665,1
509,0
77,0
348,0
744,0
680,1
355,1
759,0
101,0
174,1
656,1
81,0
646,1
713,1
381,0
